/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Juliane Hempelt
Cruise: PS113


Coverage:	LATITUDE: -48.73907 * LONGITUDE: -62.15592
	DATE/TIME START: 2018-05-10T11:22:58 * DATE/TIME END: 2018-05-10T13:03:33
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 30081m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
22119	37.52	-67.09	1.5	251	17.2
22124	37.49	-67.14	1.5	251	17.1
22129	37.45	-67.19	1.5	251	17.1
22135	37.42	-67.24	1.6	251	17.1
22141	37.38	-67.29	1.6	251	17.0
22146	37.35	-67.33	1.6	251	17.0
22150	37.32	-67.36	1.6	251	17.0
22155	37.29	-67.37	1.6	251	17.0
22160	37.26	-67.35	1.6	251	17.0
22166	37.23	-67.30	1.5	251	17.0
22172	37.19	-67.27	1.5	251	16.9
22177	37.15	-67.28	1.5	251	16.9
22183	37.12	-67.32	1.6	251	16.9
22188	37.09	-67.36	1.6	251	16.9
22193	37.06	-67.40	1.6	251	16.9
22199	37.02	-67.44	1.6	251	16.8
22204	36.99	-67.51	1.6	251	16.8
22209	36.96	-67.57	1.6	251	16.8
22214	36.93	-67.61	1.6	251	16.7
22218	36.90	-67.61	1.6	251	16.7
22223	36.87	-67.60	1.6	251	16.6
22229	36.84	-67.57	1.6	251	16.5
22235	36.80	-67.57	1.6	251	16.5
22240	36.77	-67.60	1.5	251	16.4
22245	36.74	-67.68	1.5	251	16.3
22251	36.70	-67.76	1.6	251	16.3
22256	36.67	-67.82	1.6	251	16.2
22260	36.64	-67.84	1.6	251	16.1
22264	36.62	-67.85	1.6	251	16.0
22269	36.59	-67.87	1.5	251	15.9
22274	36.56	-67.89	1.5	251	15.8
22281	36.52	-67.90	1.4	251	15.8
22287	36.48	-67.90	1.4	252	15.7
22293	36.45	-67.91	1.5	252	15.6
22298	36.42	-67.87	1.5	252	15.5
22302	36.39	-67.80	1.5	252	15.5
22307	36.36	-67.75	1.5	252	15.4
22311	36.34	-67.69	1.4	253	15.4
22315	36.31	-67.63	1.4	253	15.3
22320	36.28	-67.60	1.4	253	15.3
22325	36.25	-67.61	1.4	253	15.3
22330	36.22	-67.65	1.5	254	15.3
22336	36.19	-67.70	1.5	254	15.3
22341	36.16	-67.71	1.5	254	15.3
22346	36.13	-67.67	1.5	255	15.3
22351	36.10	-67.66	1.4	255	15.4
22357	36.06	-67.68	1.4	256	15.4
22363	36.03	-67.71	1.4	256	15.5
22368	36.00	-67.73	1.5	257	15.6
22371	35.97	-67.74	1.5	257	15.7
22375	35.95	-67.71	1.4	257	15.8
22379	35.93	-67.64	1.4	258	15.9
22384	35.90	-67.57	1.4	258	16.0
22388	35.87	-67.53	1.4	259	16.1
22393	35.85	-67.53	1.4	259	16.3
22397	35.82	-67.57	1.4	260	16.4
22402	35.79	-67.64	1.4	260	16.6
22407	35.76	-67.71	1.4	260	16.8
22412	35.73	-67.76	1.4	261	16.9
22417	35.70	-67.76	1.5	261	17.1
22422	35.67	-67.72	1.5	261	17.3
22427	35.65	-67.69	1.5	262	17.4
22431	35.62	-67.68	1.4	262	17.6
22437	35.58	-67.70	1.4	262	17.8
22442	35.55	-67.73	1.4	263	17.9
22447	35.52	-67.76	1.4	263	18.1
22452	35.49	-67.79	1.4	263	18.3
22457	35.47	-67.84	1.4	263	18.4
22461	35.44	-67.86	1.4	264	18.6
22465	35.42	-67.81	1.4	264	18.7
22469	35.39	-67.69	1.4	264	18.8
22475	35.36	-67.55	1.4	264	19.0
22480	35.33	-67.47	1.4	264	19.1
22485	35.30	-67.42	1.4	264	19.2
22490	35.27	-67.38	1.4	264	19.3
22494	35.25	-67.33	1.4	264	19.4
22499	35.22	-67.31	1.4	264	19.5
22503	35.20	-67.33	1.4	264	19.6
22507	35.17	-67.38	1.4	264	19.6
22512	35.14	-67.38	1.5	264	19.7
22517	35.12	-67.26	1.4	264	19.8
22521	35.09	-67.09	1.4	264	19.8
22524	35.07	-66.95	1.4	264	19.8
22528	35.05	-66.87	1.4	264	19.9
22533	35.02	-66.84	1.4	264	19.9
22538	34.99	-66.84	1.4	264	19.9
22542	34.97	-66.83	1.4	263	19.9
22547	34.94	-66.81	1.5	263	19.9
22551	34.92	-66.78	1.5	263	19.8
22555	34.89	-66.75	1.5	263	19.8
22560	34.86	-66.72	1.5	262	19.8
22566	34.83	-66.70	1.5	262	19.8
22571	34.80	-66.69	1.6	262	19.7
22575	34.78	-66.69	1.6	262	19.7
22579	34.75	-66.69	1.7	261	19.6
22584	34.73	-66.69	1.6	261	19.6
22589	34.70	-66.71	1.6	261	19.5
22594	34.67	-66.72	1.6	261	19.4
22599	34.64	-66.74	1.7	260	19.4
22603	34.62	-66.75	1.7	260	19.3
22607	34.59	-66.77	1.7	260	19.2
22613	34.56	-66.79	1.7	260	19.1
22618	34.53	-66.84	1.6	260	19.1
22624	34.49	-66.93	1.7	260	19.0
22630	34.46	-67.03	1.7	260	18.9
22635	34.43	-67.08	1.7	260	18.8
22639	34.41	-67.08	1.7	260	18.7
22643	34.39	-67.09	1.6	260	18.6
22647	34.37	-67.12	1.6	260	18.6
22652	34.34	-67.16	1.6	260	18.5
22657	34.31	-67.20	1.6	260	18.4
22662	34.28	-67.18	1.6	260	18.3
22666	34.26	-67.11	1.5	261	18.2
22671	34.23	-67.04	1.5	261	18.1
22675	34.21	-67.03	1.5	261	18.1
22679	34.18	-67.09	1.6	261	18.0
22684	34.16	-67.15	1.6	262	17.9
22688	34.13	-67.18	1.5	262	17.9
22693	34.10	-67.19	1.5	263	17.8
22698	34.08	-67.21	1.4	263	17.7
22703	34.05	-67.24	1.5	263	17.7
22708	34.02	-67.27	1.5	264	17.6
22714	33.99	-67.27	1.5	264	17.6
22720	33.96	-67.27	1.5	265	17.5
22724	33.93	-67.27	1.4	265	17.5
22729	33.90	-67.28	1.4	265	17.4
22733	33.88	-67.28	1.4	266	17.4
22738	33.85	-67.28	1.4	266	17.4
22743	33.83	-67.27	1.5	267	17.4
22748	33.80	-67.19	1.5	267	17.3
22753	33.77	-67.05	1.5	267	17.3
22757	33.74	-66.91	1.5	268	17.3
22762	33.72	-66.83	1.5	268	17.3
22768	33.69	-66.82	1.4	268	17.3
22773	33.66	-66.88	1.4	269	17.3
22779	33.62	-66.96	1.4	269	17.3
22784	33.59	-67.03	1.4	269	17.4
22789	33.56	-67.06	1.5	270	17.4
22794	33.54	-67.04	1.5	270	17.4
22800	33.51	-66.98	1.5	270	17.5
22805	33.48	-66.93	1.5	270	17.5
22810	33.45	-66.90	1.5	271	17.6
22816	33.42	-66.88	1.6	271	17.6
22821	33.39	-66.84	1.6	271	17.7
22826	33.36	-66.78	1.6	271	17.7
22830	33.34	-66.74	1.6	271	17.8
22834	33.32	-66.75	1.6	271	17.9
22839	33.29	-66.79	1.6	271	17.9
22845	33.26	-66.85	1.6	272	18.0
22850	33.23	-66.88	1.6	272	18.1
22855	33.20	-66.88	1.6	272	18.1
22860	33.18	-66.85	1.6	272	18.2
22864	33.15	-66.83	1.5	272	18.3
22869	33.12	-66.86	1.5	272	18.4
22875	33.09	-66.88	1.5	272	18.5
22880	33.06	-66.90	1.5	272	18.5
22885	33.03	-66.97	1.5	272	18.6
22891	33.01	-67.05	1.5	272	18.7
22896	32.98	-67.10	1.5	272	18.8
22902	32.95	-67.13	1.5	272	18.9
22908	32.91	-67.15	1.5	272	18.9
22913	32.88	-67.18	1.5	272	19.0
22919	32.85	-67.18	1.4	272	19.1
22924	32.82	-67.16	1.4	272	19.2
22930	32.79	-67.16	1.3	272	19.3
22934	32.77	-67.19	1.3	272	19.3
22938	32.75	-67.22	1.3	272	19.4
22943	32.72	-67.24	1.3	272	19.5
22948	32.70	-67.30	1.3	272	19.6
22953	32.67	-67.39	1.3	272	19.6
22959	32.64	-67.47	1.3	272	19.7
22964	32.61	-67.54	1.4	272	19.8
22970	32.58	-67.58	1.4	272	19.9
22975	32.54	-67.61	1.4	272	19.9
22981	32.52	-67.67	1.4	272	20.0
22986	32.49	-67.73	1.3	272	20.1
22991	32.46	-67.80	1.3	272	20.2
22996	32.43	-67.87	1.3	272	20.3
23002	32.40	-67.95	1.4	272	20.3
23009	32.37	-68.03	1.5	272	20.4
23015	32.33	-68.12	1.5	272	20.5
23021	32.30	-68.19	1.5	272	20.6
23028	32.26	-68.23	1.4	272	20.7
23033	32.23	-68.26	1.4	272	20.8
23039	32.20	-68.29	1.5	272	20.8
23044	32.18	-68.32	1.5	272	20.9
23048	32.15	-68.33	1.5	272	21.0
23053	32.13	-68.31	1.4	272	21.1
23059	32.10	-68.27	1.4	272	21.2
23065	32.06	-68.22	1.4	272	21.2
23071	32.03	-68.18	1.4	271	21.3
23077	32.00	-68.14	1.4	271	21.4
23083	31.97	-68.12	1.4	271	21.5
23089	31.93	-68.09	1.4	271	21.6
23095	31.90	-68.07	1.4	271	21.6
23101	31.87	-68.04	1.4	270	21.7
23106	31.84	-68.00	1.4	270	21.8
23113	31.81	-67.92	1.4	270	21.8
23120	31.77	-67.87	1.4	270	21.9
23127	31.74	-67.90	1.4	269	22.0
23132	31.70	-67.96	1.4	269	22.0
23137	31.68	-67.99	1.4	269	22.1
23142	31.65	-67.95	1.4	268	22.2
23148	31.62	-67.86	1.4	268	22.2
23153	31.60	-67.81	1.5	268	22.3
23159	31.56	-67.81	1.5	268	22.3
23167	31.52	-67.82	1.5	267	22.3
23174	31.49	-67.79	1.4	267	22.4
23180	31.45	-67.71	1.4	267	22.4
23186	31.42	-67.62	1.5	267	22.5
23192	31.39	-67.59	1.5	266	22.5
23197	31.36	-67.64	1.6	266	22.5
23203	31.34	-67.73	1.6	266	22.5
23209	31.30	-67.80	1.6	266	22.6
23215	31.27	-67.85	1.5	266	22.6
23221	31.24	-67.89	1.5	266	22.6
23226	31.21	-67.92	1.6	265	22.6
23231	31.19	-67.98	1.7	265	22.6
23237	31.16	-68.03	1.7	265	22.6
23243	31.12	-68.07	1.7	265	22.6
23249	31.09	-68.10	1.7	265	22.6
23255	31.06	-68.16	1.6	265	22.7
23261	31.03	-68.22	1.6	265	22.7
23268	31.00	-68.28	1.7	265	22.7
23275	30.96	-68.35	1.7	264	22.7
23282	30.93	-68.42	1.8	264	22.7
23288	30.89	-68.50	1.8	264	22.7
23294	30.86	-68.56	1.8	264	22.7
23300	30.83	-68.59	1.8	264	22.7
23307	30.80	-68.60	1.7	264	22.7
23313	30.76	-68.62	1.7	264	22.7
23319	30.73	-68.65	1.7	264	22.6
23326	30.70	-68.68	1.7	264	22.6
23331	30.67	-68.74	1.7	263	22.6
23337	30.64	-68.82	1.7	263	22.6
23344	30.61	-68.91	1.7	263	22.6
23350	30.57	-69.00	1.6	263	22.6
23356	30.54	-69.08	1.6	263	22.5
23361	30.52	-69.16	1.6	263	22.5
23367	30.49	-69.24	1.6	263	22.5
23372	30.46	-69.28	1.5	262	22.4
23377	30.44	-69.27	1.5	262	22.4
23382	30.41	-69.20	1.5	262	22.3
23388	30.38	-69.12	1.5	262	22.3
23394	30.35	-69.04	1.4	262	22.2
23401	30.31	-69.03	1.4	262	22.2
23408	30.28	-69.07	1.3	261	22.1
23414	30.25	-69.11	1.3	261	22.0
23421	30.22	-69.14	1.3	261	22.0
23427	30.18	-69.12	1.3	261	21.9
23433	30.15	-69.11	1.4	261	21.8
23439	30.12	-69.14	1.4	261	21.8
23445	30.09	-69.16	1.4	260	21.7
23451	30.06	-69.12	1.4	260	21.6
23457	30.03	-69.02	1.4	260	21.6
23463	30.00	-68.91	1.3	260	21.5
23469	29.97	-68.85	1.3	260	21.4
23474	29.95	-68.80	1.4	260	21.4
23478	29.93	-68.73	1.4	260	21.3
23484	29.90	-68.61	1.4	260	21.2
23489	29.87	-68.48	1.4	260	21.1
23495	29.84	-68.40	1.4	260	21.1
23501	29.81	-68.35	1.4	260	21.0
23508	29.78	-68.31	1.5	260	20.9
23514	29.75	-68.28	1.5	260	20.9
23520	29.72	-68.28	1.5	260	20.8
23525	29.70	-68.28	1.5	260	20.7
23530	29.67	-68.30	1.6	260	20.7
23535	29.64	-68.35	1.6	260	20.6
23541	29.61	-68.40	1.6	260	20.5
23547	29.59	-68.46	1.7	260	20.4
23553	29.56	-68.53	1.7	260	20.4
23559	29.52	-68.63	1.7	261	20.3
23565	29.50	-68.71	1.7	261	20.2
23571	29.47	-68.75	1.7	261	20.1
23577	29.44	-68.80	1.7	261	20.0
23582	29.41	-68.85	1.7	261	20.0
23588	29.39	-68.86	1.7	261	19.9
23593	29.36	-68.86	1.7	261	19.8
23599	29.33	-68.89	1.7	261	19.7
23605	29.30	-68.93	1.7	261	19.6
23610	29.27	-68.95	1.7	261	19.6
23616	29.24	-68.98	1.7	261	19.5
23622	29.22	-69.02	1.7	261	19.4
23628	29.19	-69.06	1.7	261	19.3
23633	29.16	-69.10	1.7	261	19.3
23638	29.14	-69.14	1.7	261	19.2
23644	29.11	-69.18	1.7	261	19.1
23649	29.08	-69.23	1.7	260	19.1
23655	29.06	-69.26	1.7	260	19.0
23659	29.03	-69.28	1.7	260	19.0
23664	29.01	-69.31	1.7	260	18.9
23669	28.99	-69.33	1.7	260	18.9
23675	28.96	-69.33	1.6	259	18.8
23682	28.93	-69.31	1.6	259	18.8
23688	28.90	-69.29	1.6	259	18.8
23693	28.87	-69.28	1.6	259	18.7
23698	28.85	-69.26	1.6	258	18.7
23704	28.82	-69.25	1.6	258	18.7
23710	28.79	-69.23	1.6	258	18.7
23715	28.76	-69.22	1.6	257	18.7
23721	28.73	-69.19	1.6	257	18.7
23727	28.71	-69.18	1.6	257	18.7
23732	28.68	-69.18	1.6	257	18.7
23736	28.66	-69.21	1.6	256	18.7
23740	28.64	-69.23	1.6	256	18.7
23744	28.63	-69.25	1.7	256	18.7
23748	28.60	-69.28	1.7	256	18.7
23753	28.58	-69.33	1.6	256	18.7
23759	28.55	-69.38	1.6	255	18.7
23765	28.52	-69.44	1.6	255	18.7
23771	28.50	-69.51	1.6	255	18.7
23777	28.47	-69.58	1.5	255	18.7
23782	28.44	-69.65	1.6	255	18.7
23787	28.42	-69.70	1.6	255	18.7
23792	28.39	-69.72	1.7	255	18.7
23798	28.37	-69.71	1.7	255	18.7
23803	28.34	-69.68	1.7	254	18.7
23808	28.32	-69.62	1.6	254	18.6
23813	28.29	-69.58	1.5	254	18.6
23819	28.27	-69.59	1.5	254	18.6
23824	28.24	-69.60	1.5	254	18.6
23828	28.22	-69.66	1.5	254	18.5
23833	28.20	-69.74	1.5	254	18.5
23838	28.18	-69.80	1.6	254	18.5
23843	28.15	-69.84	1.6	254	18.4
23850	28.12	-69.85	1.5	254	18.4
23856	28.09	-69.83	1.4	254	18.4
23860	28.07	-69.79	1.4	254	18.3
23865	28.05	-69.72	1.3	254	18.3
23869	28.03	-69.71	1.4	254	18.3
23873	28.01	-69.74	1.4	254	18.3
23877	27.99	-69.77	1.5	254	18.2
23882	27.97	-69.78	1.5	254	18.2
23888	27.94	-69.72	1.4	254	18.2
23894	27.91	-69.60	1.4	254	18.2
23899	27.89	-69.47	1.3	254	18.2
23903	27.87	-69.38	1.3	254	18.2
23907	27.85	-69.36	1.4	254	18.3
23910	27.84	-69.40	1.4	254	18.3
23914	27.82	-69.47	1.4	254	18.3
23920	27.79	-69.54	1.4	254	18.4
23925	27.77	-69.53	1.4	254	18.4
23931	27.74	-69.43	1.3	254	18.5
23937	27.71	-69.28	1.3	254	18.5
23942	27.69	-69.19	1.3	254	18.6
23947	27.67	-69.14	1.3	254	18.7
23951	27.65	-69.11	1.4	254	18.8
23954	27.63	-69.10	1.4	254	18.9
23958	27.62	-69.11	1.5	254	19.0
23961	27.60	-69.12	1.6	254	19.1
23965	27.58	-69.14	1.6	254	19.2
23969	27.56	-69.18	1.6	254	19.3
23975	27.54	-69.23	1.6	254	19.5
23980	27.51	-69.31	1.6	254	19.6
23985	27.49	-69.37	1.6	254	19.7
23989	27.47	-69.37	1.6	254	19.9
23993	27.45	-69.31	1.6	254	20.0
23997	27.44	-69.29	1.6	254	20.2
24000	27.42	-69.32	1.6	253	20.3
24004	27.41	-69.35	1.5	253	20.4
24007	27.39	-69.37	1.5	253	20.6
24011	27.37	-69.41	1.5	253	20.7
24016	27.35	-69.44	1.5	253	20.9
24021	27.33	-69.48	1.6	252	21.0
24025	27.31	-69.48	1.6	252	21.2
24028	27.29	-69.45	1.6	252	21.3
24031	27.28	-69.42	1.5	252	21.5
24034	27.27	-69.41	1.5	252	21.6
24037	27.25	-69.40	1.4	251	21.8
24041	27.24	-69.38	1.4	251	21.9
24044	27.22	-69.41	1.3	251	22.1
24048	27.20	-69.46	1.3	251	22.2
24050	27.19	-69.49	1.4	251	22.3
24053	27.18	-69.49	1.4	250	22.4
24055	27.17	-69.49	1.4	250	22.5
24059	27.15	-69.50	1.4	250	22.6
24062	27.14	-69.51	1.3	250	22.7
24066	27.12	-69.52	1.2	250	22.8
24070	27.10	-69.48	1.1	250	22.9
24075	27.08	-69.38	1.1	249	22.9
24080	27.06	-69.28	1.1	249	22.9
24083	27.04	-69.21	1.1	249	23.0
24086	27.03	-69.20	1.1	249	23.0
24089	27.01	-69.23	1.1	249	23.0
24092	27.00	-69.26	1.0	249	23.0
24095	26.99	-69.29	1.0	249	22.9
24098	26.98	-69.30	1.0	249	22.9
24100	26.97	-69.31	1.1	249	22.8
24102	26.96	-69.23	1.1	249	22.7
24105	26.94	-69.04	1.1	249	22.6
24108	26.93	-68.84	1.1	249	22.5
24111	26.92	-68.69	1.1	249	22.4
24114	26.90	-68.65	1.0	250	22.3
24118	26.89	-68.65	1.0	250	22.2
24121	26.87	-68.66	1.1	250	22.0
24125	26.85	-68.67	1.2	250	21.9
24129	26.84	-68.63	1.2	250	21.7
24133	26.82	-68.44	1.3	250	21.6
24137	26.80	-68.13	1.3	251	21.4
24139	26.79	-67.86	1.3	251	21.3
24142	26.78	-67.68	1.3	251	21.1
24144	26.77	-67.60	1.3	251	21.0
24147	26.76	-67.53	1.3	251	20.8
24149	26.74	-67.52	1.4	252	20.7
24152	26.73	-67.54	1.4	252	20.5
24154	26.72	-67.55	1.4	252	20.4
24158	26.71	-67.56	1.5	252	20.3
24162	26.69	-67.57	1.5	252	20.2
24166	26.67	-67.56	1.5	253	20.0
24170	26.65	-67.55	1.5	253	19.9
24175	26.63	-67.54	1.4	253	19.8
24179	26.62	-67.57	1.4	253	19.8
24182	26.60	-67.59	1.4	253	19.7
24186	26.58	-67.65	1.5	254	19.6
24189	26.57	-67.69	1.6	254	19.6
24191	26.56	-67.73	1.6	254	19.5
24194	26.55	-67.76	1.6	254	19.5
24197	26.53	-67.76	1.6	254	19.4
24201	26.52	-67.73	1.5	254	19.4
24205	26.50	-67.73	1.5	254	19.4
24209	26.48	-67.77	1.6	254	19.4
24214	26.46	-67.78	1.6	254	19.4
24218	26.44	-67.71	1.6	254	19.4
24221	26.43	-67.55	1.5	254	19.4
24224	26.41	-67.35	1.5	254	19.4
24227	26.40	-67.24	1.4	254	19.4
24230	26.39	-67.21	1.3	254	19.5
24234	26.37	-67.18	1.3	254	19.5
24238	26.35	-67.15	1.3	254	19.5
24242	26.34	-67.12	1.3	254	19.5
24245	26.32	-67.03	1.3	253	19.6
24247	26.31	-66.91	1.3	253	19.6
24250	26.30	-66.83	1.3	253	19.7
24253	26.29	-66.81	1.3	253	19.7
24257	26.27	-66.79	1.3	252	19.7
24260	26.26	-66.80	1.2	252	19.8
24263	26.25	-66.80	1.2	252	19.8
24265	26.23	-66.81	1.3	251	19.9
24268	26.22	-66.81	1.4	251	19.9
24271	26.21	-66.82	1.4	250	20.0
24274	26.20	-66.80	1.3	250	20.0
24278	26.18	-66.78	1.3	250	20.1
24281	26.16	-66.75	1.3	249	20.1
24285	26.15	-66.72	1.4	249	20.2
24289	26.13	-66.69	1.4	248	20.3
24292	26.12	-66.67	1.4	248	20.3
24296	26.10	-66.65	1.3	248	20.4
24299	26.09	-66.63	1.3	247	20.4
24303	26.07	-66.61	1.4	247	20.5
24307	26.06	-66.59	1.5	247	20.6
24310	26.04	-66.55	1.5	246	20.6
24314	26.02	-66.51	1.4	246	20.7
24318	26.01	-66.52	1.3	246	20.7
24321	25.99	-66.57	1.3	246	20.8
24324	25.98	-66.62	1.4	246	20.8
24328	25.97	-66.63	1.4	246	20.9
24332	25.95	-66.60	1.4	246	20.9
24335	25.93	-66.57	1.3	246	20.9
24340	25.91	-66.55	1.3	246	21.0
24344	25.89	-66.52	1.3	246	21.0
24349	25.87	-66.52	1.3	246	21.0
24354	25.85	-66.52	1.3	246	21.0
24358	25.83	-66.48	1.3	247	21.0
24363	25.82	-66.45	1.3	247	21.1
24366	25.80	-66.45	1.3	247	21.1
24370	25.78	-66.45	1.3	248	21.1
24374	25.77	-66.46	1.3	248	21.1
24378	25.75	-66.48	1.3	248	21.1
24382	25.73	-66.49	1.3	249	21.1
24386	25.72	-66.42	1.4	249	21.1
24390	25.70	-66.29	1.4	249	21.1
24393	25.69	-66.21	1.4	249	21.1
24396	25.67	-66.19	1.3	250	21.1
24399	25.66	-66.18	1.3	250	21.1
24404	25.64	-66.16	1.3	250	21.1
24410	25.62	-66.19	1.3	250	21.1
24415	25.59	-66.22	1.4	250	21.0
24420	25.57	-66.18	1.4	251	21.0
24423	25.56	-66.09	1.3	251	21.0
24426	25.55	-65.98	1.3	251	21.0
24429	25.53	-65.90	1.2	251	21.0
24433	25.52	-65.84	1.2	251	21.0
24439	25.49	-65.82	1.2	251	20.9
24445	25.47	-65.84	1.2	251	20.9
24450	25.44	-65.90	1.3	251	20.9
24456	25.42	-65.98	1.3	251	20.9
24460	25.40	-66.05	1.2	251	20.8
24464	25.39	-66.11	1.2	250	20.8
24468	25.37	-66.17	1.3	250	20.8
24472	25.35	-66.21	1.3	250	20.8
24477	25.33	-66.23	1.3	250	20.7
24482	25.31	-66.22	1.3	250	20.7
24487	25.29	-66.24	1.3	250	20.7
24492	25.27	-66.27	1.3	250	20.6
24497	25.25	-66.31	1.3	250	20.6
24502	25.23	-66.35	1.2	250	20.6
24508	25.21	-66.39	1.3	250	20.5
24513	25.18	-66.42	1.3	250	20.5
24519	25.16	-66.45	1.3	250	20.5
24525	25.13	-66.49	1.3	250	20.5
24531	25.11	-66.52	1.3	250	20.4
24537	25.08	-66.56	1.3	250	20.4
24542	25.06	-66.60	1.3	250	20.4
24548	25.04	-66.62	1.3	250	20.3
24554	25.01	-66.59	1.3	250	20.3
24559	24.99	-66.55	1.3	250	20.3
24564	24.97	-66.53	1.3	250	20.3
24569	24.95	-66.56	1.3	250	20.2
24575	24.93	-66.62	1.2	250	20.2
24580	24.91	-66.63	1.2	250	20.2
24585	24.88	-66.59	1.3	250	20.2
24591	24.86	-66.55	1.3	250	20.2
24598	24.83	-66.54	1.3	250	20.2
24605	24.80	-66.59	1.3	250	20.1
24611	24.78	-66.65	1.3	250	20.1
24616	24.76	-66.71	1.3	250	20.1
24622	24.73	-66.77	1.3	250	20.1
24628	24.71	-66.82	1.3	250	20.1
24635	24.68	-66.89	1.3	250	20.1
24642	24.65	-66.91	1.3	250	20.1
24649	24.62	-66.90	1.3	250	20.1
24655	24.60	-66.93	1.4	249	20.1
24661	24.57	-66.99	1.4	249	20.1
24667	24.55	-67.06	1.4	249	20.1
24673	24.53	-67.12	1.3	249	20.1
24679	24.50	-67.19	1.3	249	20.1
24686	24.47	-67.26	1.3	249	20.1
24692	24.45	-67.33	1.4	249	20.0
24698	24.42	-67.39	1.4	248	20.0
24703	24.40	-67.41	1.5	248	20.0
24708	24.38	-67.44	1.4	248	20.0
24714	24.36	-67.46	1.4	248	20.0
24721	24.33	-67.49	1.4	248	19.9
24727	24.31	-67.52	1.4	248	19.9
24734	24.28	-67.57	1.4	248	19.9
24742	24.24	-67.61	1.4	248	19.8
24749	24.22	-67.60	1.5	248	19.8
24755	24.19	-67.56	1.5	248	19.7
24763	24.16	-67.54	1.5	248	19.7
24771	24.13	-67.55	1.5	248	19.6
24779	24.10	-67.61	1.5	248	19.6
24786	24.07	-67.69	1.4	248	19.5
24794	24.04	-67.77	1.4	248	19.5
24801	24.01	-67.85	1.4	248	19.4
24808	23.98	-67.93	1.4	248	19.4
24814	23.96	-68.00	1.4	248	19.3
24820	23.93	-68.07	1.5	248	19.3
24826	23.91	-68.14	1.5	248	19.2
24834	23.88	-68.22	1.5	249	19.2
24842	23.85	-68.28	1.5	249	19.1
24849	23.82	-68.29	1.5	249	19.1
24856	23.79	-68.26	1.6	249	19.0
24863	23.76	-68.24	1.6	249	19.0
24870	23.73	-68.27	1.6	249	18.9
24877	23.71	-68.30	1.5	249	18.9
24885	23.68	-68.33	1.4	250	18.8
24892	23.65	-68.40	1.4	250	18.8
24900	23.62	-68.52	1.4	250	18.7
24908	23.58	-68.64	1.5	250	18.7
24917	23.55	-68.76	1.6	250	18.6
24925	23.52	-68.87	1.6	251	18.6
24933	23.49	-68.99	1.5	251	18.5
24941	23.45	-69.07	1.4	251	18.5
24949	23.42	-69.11	1.4	251	18.4
24955	23.40	-69.12	1.4	251	18.4
24962	23.37	-69.12	1.4	252	18.4
24970	23.34	-69.10	1.5	252	18.3
24978	23.31	-69.08	1.5	252	18.3
24986	23.28	-69.11	1.4	252	18.2
24994	23.25	-69.18	1.3	253	18.2
25002	23.22	-69.26	1.3	253	18.2
25010	23.19	-69.34	1.4	253	18.1
25017	23.16	-69.41	1.4	253	18.1
25025	23.13	-69.48	1.5	254	18.1
25033	23.09	-69.56	1.5	254	18.0
25042	23.06	-69.65	1.5	254	18.0
25049	23.03	-69.72	1.5	254	18.0
25057	23.00	-69.79	1.5	255	18.0
25065	22.97	-69.87	1.5	255	18.0
25074	22.94	-69.96	1.5	255	18.0
25082	22.91	-70.04	1.5	255	17.9
25090	22.88	-70.11	1.5	255	17.9
25097	22.85	-70.17	1.4	256	17.9
25103	22.83	-70.22	1.4	256	17.9
25110	22.80	-70.26	1.4	256	17.9
25118	22.77	-70.30	1.5	256	17.9
25126	22.74	-70.29	1.5	256	17.9
25135	22.70	-70.28	1.4	256	17.9
25144	22.67	-70.29	1.4	257	17.9
25151	22.64	-70.29	1.3	257	17.9
25158	22.62	-70.27	1.3	257	18.0
25166	22.59	-70.23	1.3	257	18.0
25175	22.55	-70.22	1.3	257	18.0
25185	22.51	-70.26	1.4	257	18.0
25194	22.48	-70.35	1.4	257	18.0
25202	22.45	-70.45	1.4	257	18.1
25210	22.42	-70.53	1.3	257	18.1
25218	22.39	-70.54	1.3	258	18.1
25225	22.36	-70.54	1.3	258	18.1
25232	22.33	-70.58	1.3	258	18.2
25240	22.31	-70.66	1.3	258	18.2
25248	22.27	-70.75	1.3	258	18.3
25258	22.24	-70.88	1.3	258	18.3
25266	22.21	-70.96	1.4	258	18.4
25274	22.18	-70.97	1.4	258	18.5
25283	22.15	-70.92	1.4	258	18.5
25291	22.11	-70.87	1.4	258	18.6
25298	22.09	-70.87	1.4	259	18.7
25305	22.06	-70.94	1.4	259	18.8
25313	22.03	-71.03	1.4	259	18.9
25322	22.00	-71.11	1.4	259	19.0
25330	21.97	-71.16	1.4	259	19.1
25339	21.94	-71.15	1.4	259	19.2
25347	21.91	-71.12	1.4	260	19.3
25355	21.87	-71.10	1.3	260	19.4
25364	21.84	-71.10	1.3	260	19.6
25372	21.81	-71.10	1.2	260	19.7
25381	21.78	-71.10	1.1	260	19.8
