/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Juliane Hempelt
Cruise: PS113


Coverage:	LATITUDE: -19.66389 * LONGITUDE: -33.65251
	DATE/TIME START: 2018-05-19T11:10:13 * DATE/TIME END: 2018-05-19T12:45:55
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 31196m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
22603	36.44	-55.83	1.0	 70	5.0
22609	36.40	-55.77	1.0	 72	5.1
22616	36.37	-55.69	1.0	 74	5.3
22622	36.33	-55.59	1.0	 75	5.4
22627	36.30	-55.51	1.0	 77	5.6
22632	36.27	-55.43	1.0	 78	5.7
22638	36.24	-55.37	1.0	 79	5.9
22644	36.20	-55.34	1.0	 80	6.1
22650	36.17	-55.33	1.0	 81	6.3
22656	36.14	-55.34	1.0	 81	6.5
22662	36.10	-55.36	1.0	 82	6.7
22667	36.07	-55.38	1.0	 82	6.9
22672	36.04	-55.40	1.0	 82	7.1
22678	36.01	-55.40	1.0	 83	7.3
22684	35.98	-55.41	1.0	 83	7.5
22691	35.94	-55.41	1.0	 83	7.8
22697	35.91	-55.39	1.0	 83	8.0
22702	35.88	-55.34	1.0	 83	8.2
22706	35.85	-55.26	1.0	 83	8.3
22712	35.82	-55.15	1.0	 83	8.5
22718	35.79	-55.00	1.0	 83	8.7
22723	35.76	-54.85	1.0	 82	8.9
22728	35.73	-54.74	1.0	 82	9.0
22732	35.71	-54.67	1.0	 82	9.2
22738	35.68	-54.61	1.0	 82	9.3
22744	35.64	-54.58	1.0	 81	9.5
22751	35.60	-54.56	1.0	 81	9.6
22757	35.57	-54.55	1.0	 81	9.7
22762	35.54	-54.54	1.0	 80	9.9
22768	35.51	-54.50	1.0	 80	10.0
22773	35.48	-54.44	1.0	 80	10.1
22779	35.45	-54.39	1.0	 79	10.2
22784	35.42	-54.36	1.0	 79	10.3
22790	35.39	-54.34	1.0	 78	10.3
22795	35.36	-54.31	1.0	 78	10.4
22801	35.33	-54.30	1.0	 77	10.5
22807	35.29	-54.31	1.0	 76	10.5
22814	35.26	-54.34	1.0	 76	10.6
22820	35.22	-54.37	1.0	 75	10.6
22826	35.19	-54.39	1.0	 75	10.7
22832	35.16	-54.42	1.0	 74	10.7
22838	35.12	-54.45	1.0	 74	10.7
22844	35.09	-54.48	1.0	 73	10.8
22849	35.06	-54.51	1.0	 72	10.8
22854	35.04	-54.55	1.0	 72	10.8
22859	35.01	-54.57	1.0	 71	10.8
22865	34.97	-54.56	1.0	 71	10.8
22871	34.94	-54.55	1.0	 71	10.8
22877	34.91	-54.55	1.0	 70	10.8
22883	34.88	-54.56	1.0	 70	10.7
22888	34.85	-54.57	1.0	 70	10.7
22894	34.82	-54.54	1.0	 70	10.7
22900	34.78	-54.48	1.0	 70	10.6
22907	34.75	-54.40	1.0	 70	10.6
22913	34.71	-54.33	1.0	 70	10.5
22919	34.68	-54.30	1.0	 70	10.4
22925	34.65	-54.30	1.0	 70	10.3
22930	34.62	-54.30	1.0	 70	10.3
22934	34.60	-54.32	1.0	 70	10.2
22939	34.57	-54.33	1.0	 70	10.1
22945	34.54	-54.34	1.0	 71	10.0
22951	34.51	-54.37	1.0	 71	9.9
22958	34.47	-54.40	1.0	 72	9.7
22964	34.44	-54.42	1.0	 72	9.6
22970	34.40	-54.45	1.0	 73	9.5
22976	34.37	-54.49	1.0	 73	9.4
22982	34.34	-54.51	1.0	 74	9.3
22987	34.32	-54.52	1.0	 75	9.2
22992	34.29	-54.54	1.0	 75	9.1
22997	34.26	-54.56	1.0	 76	9.0
23003	34.23	-54.58	1.0	 77	8.9
23009	34.20	-54.62	1.0	 78	8.8
23015	34.16	-54.65	1.0	 78	8.7
23020	34.14	-54.66	1.0	 79	8.6
23026	34.10	-54.67	1.0	 80	8.5
23033	34.07	-54.68	1.0	 81	8.5
23040	34.03	-54.69	1.0	 81	8.4
23046	34.00	-54.69	1.0	 82	8.3
23053	33.97	-54.69	1.0	 83	8.3
23058	33.94	-54.67	1.0	 83	8.2
23062	33.91	-54.64	1.0	 84	8.2
23067	33.89	-54.61	1.0	 84	8.2
23072	33.86	-54.60	1.0	 84	8.2
23076	33.84	-54.58	1.0	 85	8.1
23082	33.81	-54.55	1.0	 85	8.1
23089	33.77	-54.52	1.0	 85	8.1
23096	33.74	-54.51	1.0	 85	8.1
23102	33.70	-54.51	1.0	 85	8.1
23109	33.67	-54.50	1.0	 85	8.2
23114	33.64	-54.50	1.0	 85	8.2
23119	33.61	-54.47	1.0	 85	8.2
23123	33.59	-54.45	1.0	 85	8.2
23128	33.57	-54.44	1.0	 84	8.3
23133	33.54	-54.44	1.0	 84	8.3
23139	33.51	-54.45	1.0	 84	8.3
23145	33.48	-54.46	1.0	 83	8.4
23151	33.44	-54.47	1.0	 83	8.4
23158	33.41	-54.50	1.0	 82	8.5
23164	33.38	-54.51	1.0	 82	8.5
23170	33.35	-54.51	1.0	 81	8.5
23175	33.32	-54.51	1.0	 81	8.6
23180	33.30	-54.51	1.0	 80	8.6
23185	33.27	-54.52	1.0	 80	8.7
23191	33.24	-54.53	1.0	 79	8.7
23198	33.20	-54.55	1.0	 79	8.8
23204	33.17	-54.60	1.0	 78	8.8
23210	33.14	-54.68	1.0	 78	8.8
23215	33.11	-54.73	1.0	 78	8.9
23220	33.09	-54.75	1.0	 77	8.9
23226	33.06	-54.71	1.0	 77	8.9
23231	33.03	-54.68	1.0	 77	8.9
23236	33.01	-54.64	1.0	 76	9.0
23241	32.98	-54.62	1.0	 76	9.0
23246	32.95	-54.61	1.0	 76	9.0
23252	32.92	-54.58	1.0	 76	9.0
23257	32.90	-54.55	1.0	 76	9.0
23263	32.86	-54.51	1.0	 76	9.0
23270	32.83	-54.48	1.0	 76	9.0
23277	32.79	-54.46	1.0	 76	9.0
23283	32.76	-54.45	1.0	 76	9.0
23288	32.74	-54.44	1.0	 76	9.0
23293	32.71	-54.40	1.0	 77	9.0
23300	32.67	-54.36	1.0	 77	9.0
23308	32.64	-54.29	1.0	 77	9.0
23314	32.60	-54.23	1.0	 77	9.0
23319	32.58	-54.20	1.0	 78	8.9
23324	32.56	-54.18	1.0	 78	8.9
23329	32.53	-54.17	1.0	 79	8.9
23335	32.50	-54.20	1.0	 79	8.9
23340	32.47	-54.25	1.0	 80	8.9
23345	32.45	-54.32	1.0	 80	8.9
23351	32.42	-54.37	1.0	 81	8.9
23357	32.39	-54.42	1.0	 81	8.8
23363	32.36	-54.45	1.0	 82	8.8
23369	32.33	-54.47	1.0	 82	8.8
23375	32.30	-54.47	1.0	 83	8.8
23381	32.27	-54.47	1.0	 83	8.8
23386	32.24	-54.45	1.0	 84	8.8
23391	32.22	-54.42	1.0	 85	8.7
23396	32.19	-54.42	1.0	 85	8.7
23403	32.16	-54.44	1.0	 86	8.7
23409	32.13	-54.49	1.0	 86	8.7
23415	32.10	-54.53	1.0	 87	8.7
23421	32.07	-54.58	1.0	 88	8.7
23427	32.04	-54.59	1.0	 88	8.6
23433	32.01	-54.61	1.0	 89	8.6
23438	31.98	-54.60	1.0	 89	8.6
23443	31.96	-54.60	1.0	 89	8.6
23448	31.93	-54.60	1.0	 90	8.6
23452	31.91	-54.61	1.0	 90	8.5
23459	31.88	-54.61	1.0	 91	8.5
23466	31.84	-54.63	1.0	 91	8.5
23472	31.81	-54.67	1.0	 91	8.5
23478	31.78	-54.70	1.0	 91	8.4
23483	31.76	-54.72	1.0	 92	8.4
23488	31.73	-54.72	1.0	 92	8.4
23493	31.70	-54.71	1.0	 92	8.3
23499	31.68	-54.68	1.0	 92	8.3
23505	31.65	-54.65	1.0	 92	8.3
23511	31.62	-54.62	1.0	 92	8.2
23516	31.59	-54.60	1.0	 92	8.2
23522	31.56	-54.59	1.0	 92	8.2
23527	31.54	-54.60	1.0	 92	8.2
23533	31.51	-54.64	1.0	 92	8.1
23538	31.48	-54.71	1.0	 92	8.1
23543	31.46	-54.77	1.0	 91	8.1
23548	31.43	-54.84	1.0	 91	8.1
23554	31.41	-54.87	1.0	 91	8.1
23560	31.38	-54.90	1.0	 91	8.1
23566	31.35	-54.89	1.0	 91	8.1
23572	31.32	-54.89	1.0	 91	8.1
23577	31.29	-54.87	1.0	 90	8.1
23583	31.26	-54.86	1.0	 90	8.1
23590	31.23	-54.83	1.0	 90	8.1
23597	31.19	-54.81	1.0	 90	8.1
23604	31.16	-54.82	1.0	 90	8.1
23610	31.13	-54.87	1.0	 90	8.2
23615	31.11	-54.91	1.0	 90	8.2
23620	31.08	-54.95	1.0	 90	8.2
23624	31.06	-54.96	1.0	 89	8.3
23630	31.03	-54.98	1.0	 89	8.3
23636	31.00	-54.96	1.0	 89	8.3
23642	30.98	-54.95	1.0	 89	8.4
23648	30.95	-54.91	1.0	 89	8.4
23652	30.93	-54.88	1.0	 89	8.4
23657	30.90	-54.86	1.0	 89	8.5
23662	30.88	-54.85	1.0	 89	8.5
23668	30.85	-54.87	1.0	 89	8.5
23673	30.82	-54.93	1.0	 89	8.6
23679	30.80	-55.00	1.0	 89	8.6
23685	30.77	-55.07	1.0	 89	8.6
23691	30.74	-55.11	1.0	 89	8.6
23696	30.71	-55.15	1.0	 89	8.6
23702	30.69	-55.15	1.0	 89	8.6
23708	30.66	-55.15	1.0	 90	8.6
23715	30.62	-55.11	1.0	 90	8.6
23722	30.59	-55.10	1.0	 90	8.6
23729	30.56	-55.15	1.0	 90	8.6
23735	30.53	-55.23	1.0	 90	8.6
23740	30.51	-55.28	1.0	 91	8.6
23744	30.49	-55.33	1.0	 91	8.6
23749	30.46	-55.35	1.0	 92	8.5
23754	30.44	-55.37	1.0	 92	8.5
23760	30.41	-55.37	1.0	 92	8.5
23766	30.38	-55.37	1.0	 93	8.5
23773	30.35	-55.36	1.0	 93	8.5
23780	30.31	-55.35	1.0	 94	8.5
23786	30.29	-55.34	1.0	 94	8.5
23791	30.26	-55.35	1.0	 95	8.5
23797	30.23	-55.39	1.0	 95	8.5
23802	30.21	-55.44	1.0	 96	8.5
23809	30.18	-55.44	1.0	 96	8.5
23815	30.15	-55.45	1.0	 97	8.5
23821	30.12	-55.42	1.0	 97	8.6
23827	30.09	-55.40	1.0	 98	8.6
23833	30.06	-55.41	1.0	 98	8.6
23839	30.03	-55.42	1.0	 99	8.7
23845	30.01	-55.38	1.0	 99	8.7
23850	29.98	-55.29	1.0	 99	8.7
23855	29.96	-55.19	1.0	 99	8.8
23861	29.93	-55.10	1.0	 99	8.8
23866	29.90	-55.02	1.0	100	8.9
23872	29.88	-54.94	1.0	100	9.0
23879	29.85	-54.85	1.0	100	9.0
23886	29.82	-54.76	1.0	100	9.1
23892	29.78	-54.70	1.0	100	9.1
23899	29.75	-54.66	1.0	100	9.2
23904	29.73	-54.62	1.0	 99	9.2
23910	29.70	-54.56	1.0	 99	9.3
23916	29.67	-54.49	1.0	 99	9.4
23922	29.64	-54.43	1.0	 99	9.4
23928	29.62	-54.41	1.0	 99	9.5
23934	29.59	-54.43	1.0	 98	9.5
23939	29.57	-54.45	1.0	 98	9.6
23944	29.54	-54.45	1.0	 98	9.6
23950	29.51	-54.44	1.0	 97	9.7
23958	29.48	-54.41	1.0	 97	9.8
23965	29.45	-54.37	1.0	 97	9.8
23970	29.42	-54.35	1.0	 96	9.9
23976	29.40	-54.35	1.0	 96	9.9
23980	29.38	-54.33	1.0	 96	10.0
23985	29.36	-54.30	1.0	 95	10.0
23991	29.33	-54.27	1.0	 95	10.1
23998	29.30	-54.32	1.0	 94	10.1
24005	29.26	-54.39	1.0	 94	10.2
24011	29.24	-54.43	1.0	 94	10.2
24016	29.21	-54.46	1.0	 93	10.3
24022	29.19	-54.49	1.0	 93	10.3
24028	29.16	-54.50	1.0	 93	10.4
24033	29.14	-54.51	1.0	 93	10.4
24039	29.11	-54.50	1.0	 92	10.5
24045	29.08	-54.49	1.0	 92	10.5
24052	29.05	-54.49	1.0	 92	10.5
24059	29.02	-54.51	1.0	 92	10.6
24065	28.99	-54.56	1.0	 92	10.6
24071	28.96	-54.60	1.0	 92	10.6
24076	28.94	-54.63	1.0	 92	10.6
24082	28.91	-54.66	1.0	 91	10.7
24087	28.89	-54.68	1.0	 91	10.7
24093	28.87	-54.71	1.0	 91	10.7
24098	28.84	-54.72	1.0	 91	10.7
24103	28.82	-54.73	1.0	 91	10.7
24109	28.79	-54.72	1.0	 91	10.6
24115	28.76	-54.71	1.0	 91	10.6
24122	28.73	-54.71	1.0	 91	10.6
24129	28.70	-54.71	1.0	 91	10.6
24135	28.67	-54.70	1.0	 91	10.6
24141	28.65	-54.68	1.0	 91	10.6
24147	28.62	-54.66	1.0	 90	10.5
24151	28.60	-54.61	1.0	 90	10.5
24157	28.58	-54.55	1.0	 90	10.5
24163	28.55	-54.50	1.0	 89	10.5
24169	28.53	-54.49	1.0	 89	10.4
24175	28.50	-54.47	1.0	 89	10.4
24181	28.47	-54.45	1.0	 88	10.4
24187	28.44	-54.43	1.0	 87	10.4
24194	28.41	-54.42	1.0	 87	10.4
24201	28.38	-54.41	1.0	 86	10.4
24208	28.35	-54.37	1.0	 85	10.4
24214	28.32	-54.32	1.0	 85	10.4
24220	28.30	-54.23	1.0	 84	10.4
24226	28.27	-54.14	1.0	 83	10.4
24231	28.25	-54.04	1.0	 82	10.4
24237	28.22	-53.97	1.0	 81	10.4
24243	28.19	-53.96	1.0	 80	10.5
24249	28.17	-53.97	1.0	 79	10.5
24255	28.14	-53.98	1.0	 78	10.5
24260	28.12	-53.97	1.0	 77	10.6
24266	28.10	-53.96	1.0	 76	10.6
24272	28.07	-53.93	1.0	 75	10.7
24278	28.04	-53.92	1.0	 74	10.7
24286	28.01	-53.95	1.0	 73	10.8
24294	27.97	-54.01	1.0	 72	10.8
24300	27.94	-54.06	1.0	 71	10.9
24306	27.92	-54.09	1.0	 70	10.9
24310	27.90	-54.12	1.0	 69	11.0
24316	27.88	-54.14	1.0	 68	11.0
24323	27.85	-54.16	1.0	 67	11.0
24329	27.82	-54.19	1.0	 66	11.1
24335	27.79	-54.22	1.0	 65	11.1
24341	27.77	-54.25	1.0	 64	11.2
24347	27.74	-54.28	1.0	 63	11.2
24354	27.71	-54.32	1.0	 62	11.2
24360	27.69	-54.35	1.0	 61	11.2
24365	27.66	-54.38	1.0	 60	11.2
24370	27.64	-54.41	1.0	 59	11.2
24376	27.62	-54.44	1.0	 58	11.2
24382	27.59	-54.44	1.0	 57	11.2
24388	27.56	-54.44	1.0	 57	11.2
24394	27.54	-54.43	1.0	 56	11.2
24399	27.52	-54.42	1.0	 55	11.2
24405	27.49	-54.42	1.0	 54	11.1
24411	27.47	-54.41	1.0	 54	11.1
24416	27.44	-54.40	1.0	 53	11.0
24422	27.42	-54.38	1.0	 52	11.0
24428	27.39	-54.38	1.0	 52	10.9
24435	27.36	-54.38	1.0	 51	10.8
24441	27.34	-54.37	1.0	 51	10.7
24448	27.31	-54.35	1.0	 50	10.6
24455	27.28	-54.31	1.0	 50	10.5
24462	27.25	-54.25	1.0	 50	10.4
24468	27.22	-54.18	1.0	 50	10.3
24474	27.20	-54.11	1.0	 50	10.2
24480	27.17	-54.07	1.0	 49	10.0
24485	27.15	-54.05	1.0	 49	9.9
24491	27.13	-54.04	1.0	 50	9.8
24497	27.10	-54.02	1.0	 50	9.6
24505	27.07	-54.03	1.0	 50	9.5
24511	27.04	-54.04	1.0	 50	9.3
24517	27.01	-54.06	1.0	 50	9.2
24523	26.99	-54.05	1.0	 51	9.0
24529	26.97	-54.01	1.0	 51	8.9
24534	26.95	-53.98	1.0	 52	8.8
24538	26.93	-53.93	1.0	 52	8.7
24543	26.90	-53.88	1.0	 53	8.5
24549	26.88	-53.85	1.0	 54	8.4
24557	26.85	-53.82	1.0	 54	8.3
24565	26.82	-53.78	1.0	 55	8.2
24571	26.79	-53.74	1.0	 56	8.1
24576	26.77	-53.69	1.0	 56	8.1
24581	26.75	-53.67	1.0	 57	8.0
24585	26.73	-53.65	1.0	 58	8.0
24590	26.71	-53.62	1.0	 58	7.9
24595	26.69	-53.58	1.0	 59	7.9
24601	26.67	-53.52	1.0	 60	7.9
24606	26.64	-53.43	1.0	 60	7.8
24613	26.62	-53.29	1.0	 60	7.8
24619	26.59	-53.14	1.0	 61	7.8
24625	26.56	-53.01	1.0	 61	7.8
24632	26.54	-52.90	1.0	 61	7.8
24638	26.51	-52.81	1.0	 62	7.8
24645	26.48	-52.75	1.0	 62	7.9
24651	26.46	-52.71	1.0	 62	7.9
24658	26.43	-52.68	1.0	 62	7.9
24664	26.41	-52.68	1.0	 62	7.9
24670	26.38	-52.70	1.0	 61	8.0
24677	26.35	-52.72	1.0	 61	8.0
24682	26.33	-52.74	1.0	 61	8.0
24687	26.31	-52.73	1.0	 61	8.1
24693	26.29	-52.72	1.0	 61	8.1
24699	26.26	-52.71	1.0	 60	8.1
24706	26.24	-52.71	1.0	 60	8.2
24713	26.20	-52.73	1.0	 60	8.2
24720	26.18	-52.75	1.0	 59	8.3
24726	26.15	-52.75	1.0	 59	8.3
24731	26.13	-52.76	1.0	 59	8.3
24737	26.11	-52.76	1.0	 59	8.4
24742	26.09	-52.77	1.0	 59	8.4
24748	26.06	-52.77	1.0	 59	8.5
24754	26.04	-52.78	1.0	 59	8.5
24759	26.02	-52.78	1.0	 59	8.5
24764	26.00	-52.79	1.0	 59	8.6
24771	25.97	-52.80	1.0	 59	8.6
24780	25.94	-52.80	1.0	 59	8.6
24787	25.90	-52.78	1.0	 60	8.7
24794	25.88	-52.74	1.0	 60	8.7
24801	25.85	-52.67	1.0	 60	8.7
24806	25.83	-52.59	1.0	 61	8.7
24809	25.82	-52.51	1.0	 61	8.8
24813	25.80	-52.44	1.0	 62	8.8
24818	25.78	-52.36	1.0	 62	8.8
24825	25.76	-52.28	1.0	 63	8.8
24832	25.73	-52.20	1.0	 63	8.8
24838	25.70	-52.14	1.0	 64	8.8
24844	25.68	-52.12	1.0	 65	8.8
24850	25.66	-52.14	1.0	 65	8.8
24855	25.64	-52.19	1.0	 66	8.8
24860	25.61	-52.25	1.0	 67	8.8
24866	25.59	-52.31	1.0	 67	8.8
24872	25.57	-52.35	1.0	 68	8.8
24880	25.54	-52.41	1.0	 68	8.8
24889	25.50	-52.44	1.0	 69	8.8
24896	25.47	-52.45	1.0	 69	8.7
24902	25.45	-52.48	1.0	 70	8.7
24907	25.43	-52.53	1.0	 70	8.7
24913	25.41	-52.60	1.0	 71	8.7
24918	25.39	-52.67	1.0	 71	8.6
24924	25.36	-52.71	1.0	 72	8.6
24929	25.34	-52.75	1.0	 72	8.5
24934	25.32	-52.77	1.0	 72	8.5
24939	25.30	-52.78	1.0	 72	8.4
24944	25.28	-52.78	1.0	 73	8.4
24950	25.26	-52.74	1.0	 73	8.3
24958	25.23	-52.66	1.0	 73	8.2
24966	25.20	-52.56	1.0	 73	8.2
24972	25.18	-52.46	1.0	 73	8.1
24976	25.16	-52.39	1.0	 73	8.0
24981	25.14	-52.33	1.0	 74	8.0
24986	25.12	-52.28	1.0	 74	7.9
24992	25.10	-52.21	1.0	 74	7.9
24999	25.07	-52.13	1.0	 74	7.8
25006	25.04	-52.06	1.0	 74	7.7
25012	25.02	-52.02	1.0	 74	7.7
25016	25.00	-52.00	1.0	 74	7.6
25021	24.98	-51.99	1.0	 74	7.5
25026	24.97	-51.98	1.0	 74	7.5
25031	24.95	-52.01	1.0	 74	7.4
25037	24.93	-52.06	1.0	 74	7.3
25042	24.90	-52.11	1.0	 74	7.3
25048	24.88	-52.15	1.0	 74	7.2
25054	24.86	-52.20	1.0	 74	7.2
25060	24.83	-52.23	1.0	 75	7.2
25066	24.81	-52.26	1.0	 75	7.1
25072	24.79	-52.31	1.0	 75	7.1
25078	24.77	-52.35	1.0	 75	7.0
25084	24.74	-52.37	1.0	 76	7.0
25091	24.72	-52.40	1.0	 76	7.0
25098	24.69	-52.46	1.0	 76	7.0
25105	24.66	-52.51	1.0	 77	6.9
25110	24.64	-52.55	1.0	 77	6.9
25114	24.63	-52.59	1.0	 78	6.9
25120	24.61	-52.63	1.0	 79	6.9
25125	24.59	-52.65	1.0	 79	6.9
25131	24.56	-52.65	1.0	 80	6.9
25138	24.54	-52.66	1.0	 80	6.9
25145	24.51	-52.71	1.0	 81	7.0
25151	24.49	-52.76	1.0	 82	7.0
25157	24.47	-52.80	1.0	 83	7.0
25162	24.45	-52.81	1.0	 83	7.0
25167	24.43	-52.77	1.0	 84	7.0
25172	24.41	-52.73	1.0	 85	7.1
25177	24.39	-52.73	1.0	 85	7.1
25182	24.37	-52.74	1.0	 86	7.1
25188	24.35	-52.77	1.0	 87	7.1
25195	24.32	-52.80	1.0	 87	7.2
25202	24.29	-52.82	1.0	 88	7.2
25209	24.27	-52.84	1.0	 89	7.2
25216	24.24	-52.88	1.0	 89	7.2
25222	24.22	-52.91	1.0	 90	7.3
25228	24.20	-52.94	1.0	 90	7.3
25233	24.18	-52.94	1.0	 91	7.3
25238	24.16	-52.93	1.0	 91	7.3
25243	24.14	-52.93	1.0	 91	7.3
25249	24.12	-52.93	1.0	 92	7.3
25254	24.10	-52.93	1.0	 92	7.3
25260	24.08	-52.93	1.0	 92	7.3
25267	24.05	-52.90	1.0	 93	7.3
25273	24.03	-52.87	1.0	 93	7.3
25280	24.00	-52.88	1.0	 93	7.3
25286	23.98	-52.92	1.0	 93	7.3
25292	23.96	-52.93	1.0	 94	7.4
25298	23.94	-52.95	1.0	 94	7.4
25303	23.92	-52.95	1.0	 94	7.4
25308	23.90	-52.94	1.0	 94	7.4
25314	23.88	-52.93	1.0	 94	7.4
25320	23.85	-52.93	1.0	 94	7.4
25328	23.83	-52.95	1.0	 94	7.4
25335	23.80	-52.97	1.0	 94	7.4
25343	23.77	-52.98	1.0	 95	7.5
25349	23.75	-52.99	1.0	 95	7.5
25355	23.72	-53.00	1.0	 95	7.5
25360	23.71	-53.03	1.0	 95	7.6
25365	23.69	-53.05	1.0	 95	7.6
25370	23.67	-53.05	1.0	 95	7.7
25376	23.65	-53.06	1.0	 95	7.8
25381	23.63	-53.05	1.0	 95	7.8
25387	23.61	-53.03	1.0	 95	7.9
25393	23.58	-52.99	1.0	 95	7.9
25400	23.56	-52.96	1.0	 95	8.0
25405	23.54	-52.92	1.0	 95	8.1
25411	23.52	-52.87	1.0	 95	8.2
25416	23.50	-52.82	1.0	 95	8.2
25422	23.48	-52.81	1.0	 95	8.3
25428	23.46	-52.83	1.0	 95	8.4
25434	23.44	-52.84	1.0	 95	8.5
25439	23.42	-52.84	1.0	 94	8.5
25445	23.40	-52.87	1.0	 94	8.6
25450	23.38	-52.93	1.0	 94	8.6
25456	23.36	-52.98	1.0	 94	8.7
25462	23.33	-53.03	1.0	 94	8.7
25468	23.31	-53.04	1.0	 93	8.8
25474	23.29	-53.06	1.0	 93	8.8
25479	23.27	-53.07	1.0	 93	8.9
25484	23.25	-53.08	1.0	 92	8.9
25489	23.24	-53.11	1.0	 92	8.9
25496	23.21	-53.13	1.0	 91	9.0
25503	23.19	-53.15	1.0	 91	9.0
25510	23.16	-53.17	1.0	 90	9.0
25516	23.14	-53.16	1.0	 90	9.0
25522	23.12	-53.13	1.0	 89	9.0
25528	23.10	-53.09	1.0	 89	9.1
25535	23.07	-53.04	1.0	 88	9.1
25541	23.05	-52.96	1.0	 88	9.1
25548	23.03	-52.89	1.0	 87	9.1
25554	23.00	-52.83	1.0	 87	9.1
25560	22.98	-52.81	1.0	 86	9.1
25565	22.96	-52.80	1.0	 86	9.2
25571	22.94	-52.79	1.0	 85	9.2
25577	22.92	-52.77	1.0	 85	9.2
25584	22.90	-52.77	1.0	 84	9.2
25591	22.87	-52.77	1.0	 84	9.2
25597	22.85	-52.78	1.0	 84	9.3
25602	22.83	-52.79	1.0	 83	9.3
25607	22.81	-52.81	1.0	 83	9.3
25614	22.79	-52.82	1.0	 83	9.3
25620	22.77	-52.82	1.0	 83	9.3
25628	22.74	-52.82	1.0	 82	9.3
25636	22.71	-52.81	1.0	 82	9.4
25641	22.69	-52.83	1.0	 82	9.4
25645	22.68	-52.86	1.0	 82	9.4
25648	22.67	-52.89	1.0	 82	9.4
25652	22.66	-52.92	1.0	 82	9.4
25657	22.64	-52.97	1.0	 82	9.3
25663	22.62	-53.01	1.0	 82	9.3
25670	22.59	-53.06	1.0	 82	9.3
25678	22.56	-53.09	1.0	 82	9.3
25686	22.54	-53.11	1.0	 82	9.3
25692	22.51	-53.13	1.0	 82	9.2
25697	22.50	-53.13	1.0	 82	9.2
25702	22.48	-53.14	1.0	 83	9.2
25706	22.47	-53.14	1.0	 83	9.1
25712	22.45	-53.13	1.0	 83	9.1
25719	22.42	-53.12	1.0	 83	9.1
25728	22.39	-53.16	1.0	 83	9.1
25737	22.36	-53.22	1.0	 83	9.0
25744	22.34	-53.25	1.0	 83	9.0
25749	22.32	-53.22	1.0	 83	9.0
25754	22.30	-53.21	1.0	 83	9.0
25758	22.29	-53.17	1.0	 83	9.0
25762	22.27	-53.15	1.0	 83	9.0
25767	22.25	-53.14	1.0	 83	9.0
25773	22.23	-53.14	1.0	 82	9.0
25780	22.21	-53.14	1.0	 82	9.0
25786	22.19	-53.17	1.0	 82	9.0
25793	22.17	-53.19	1.0	 81	9.0
25800	22.14	-53.17	1.0	 81	9.1
25807	22.12	-53.15	1.0	 81	9.1
25814	22.09	-53.12	1.0	 80	9.1
25821	22.07	-53.11	1.0	 80	9.2
25826	22.05	-53.12	1.0	 80	9.2
25831	22.04	-53.14	1.0	 79	9.3
25836	22.02	-53.15	1.0	 79	9.3
25841	22.00	-53.14	1.0	 79	9.4
25848	21.98	-53.14	1.0	 78	9.4
25855	21.95	-53.15	1.0	 78	9.4
25862	21.93	-53.18	1.0	 78	9.5
25869	21.91	-53.21	1.0	 78	9.5
25874	21.89	-53.23	1.0	 77	9.5
25880	21.87	-53.25	1.0	 77	9.5
25885	21.85	-53.25	1.0	 77	9.5
25892	21.83	-53.24	1.0	 77	9.5
25898	21.81	-53.23	1.0	 77	9.5
25904	21.79	-53.24	1.0	 77	9.5
25910	21.77	-53.25	1.0	 77	9.4
25915	21.75	-53.26	1.0	 78	9.4
25921	21.73	-53.27	1.0	 78	9.3
25926	21.71	-53.25	1.0	 78	9.3
25931	21.70	-53.23	1.0	 79	9.2
25936	21.68	-53.18	1.0	 79	9.1
25941	21.66	-53.15	1.0	 79	9.1
25947	21.64	-53.15	1.0	 80	9.0
25955	21.62	-53.18	1.0	 80	8.9
25962	21.59	-53.22	1.0	 81	8.8
25968	21.57	-53.25	1.0	 82	8.8
25974	21.55	-53.28	1.0	 82	8.7
25980	21.53	-53.29	1.0	 83	8.6
25987	21.51	-53.27	1.0	 84	8.5
25993	21.49	-53.26	1.0	 85	8.4
26000	21.47	-53.21	1.0	 86	8.4
26006	21.45	-53.17	1.0	 86	8.3
26011	21.43	-53.11	1.0	 87	8.2
26016	21.41	-53.06	1.0	 88	8.2
26021	21.39	-53.02	1.0	 89	8.2
26028	21.37	-52.99	1.0	 90	8.1
26036	21.35	-52.93	1.0	 91	8.1
26042	21.32	-52.89	1.0	 92	8.1
26049	21.30	-52.87	1.0	 93	8.1
26055	21.28	-52.85	1.0	 95	8.1
26062	21.26	-52.80	1.0	 96	8.1
26069	21.24	-52.75	1.0	 97	8.1
26075	21.22	-52.72	1.0	 98	8.1
26080	21.20	-52.68	1.0	 99	8.2
